case_order,case_id,case_group,source_case_id,expected_result_or_error,observed_result_or_error,candidate_key_access_count,download_lookup_count,authority_lookup_count,formal_call_count,oracle_call_count,dispatch_handler_call_count,first_twelve_handler_identity_preserved,case_passed
44,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_WHITESPACE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_WHITESPACE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
45,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_MALFORMED,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_MALFORMED,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
46,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_DISTANCE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_DISTANCE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
47,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_MAPPING_SUBCLASS,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_MAPPING_SUBCLASS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
48,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_EXTRA_FIELDS,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_EXTRA_FIELDS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
49,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_NO_MUTATION,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_NO_MUTATION,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
50,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_IDENTITY,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_IDENTITY,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
51,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_001_canonical_structure_bond,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_001_canonical_structure_bond,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
52,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_002_canonical_curated_annotation,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_002_canonical_curated_annotation,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
53,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_003_canonical_distance_only,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_003_canonical_distance_only,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
54,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_004_type_none,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_004_type_none,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
55,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_005_type_int,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_005_type_int,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
56,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_006_type_bool,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_006_type_bool,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
57,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_007_type_str_subclass,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_007_type_str_subclass,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
58,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_008_type_list,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_008_type_list,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
59,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_009_type_mapping,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_009_type_mapping,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
60,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_010_empty,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_010_empty,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
61,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_011_whitespace_only,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_011_whitespace_only,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
62,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_012_leading_whitespace,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_012_leading_whitespace,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
63,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_013_trailing_whitespace,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_013_trailing_whitespace,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
64,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_014_uppercase,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_014_uppercase,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
65,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_015_hyphen,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_015_hyphen,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
66,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_016_dot,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_016_dot,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
67,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_017_slash,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_017_slash,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
68,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_018_non_ascii,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_018_non_ascii,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
69,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_019_over_length,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_019_over_length,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
70,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_020_leading_digit,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_020_leading_digit,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
71,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_021_unknown_valid,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_021_unknown_valid,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
72,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_022_unknown_explicit_looking,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_022_unknown_explicit_looking,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
73,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_023_unknown_manual_review,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_023_unknown_manual_review,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
74,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_024_unknown_other,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_024_unknown_other,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
75,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_025_unknown_unknown,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_025_unknown_unknown,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
76,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_026_context_exact_tuple,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_026_context_exact_tuple,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
77,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_027_context_none,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_027_context_none,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
78,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_028_context_list,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_028_context_list,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
79,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_029_context_set,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_029_context_set,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
80,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_030_context_frozenset,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_030_context_frozenset,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
81,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_031_context_wrong_order,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_031_context_wrong_order,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
82,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_032_context_missing_member,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_032_context_missing_member,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
83,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_033_context_duplicate,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_EXACT37_033_context_duplicate,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c66ddbc97c0e6577475bc8bc29a590dda62c0f82f75a272bc33f70548859684b""}",0,0,0,0,0,0,true,true
