scaleup_rank,canonical_event_id,pdb_id,ligand_component_id,raw_structure_available,exact_cys_sg_event_recovered,explicit_covalent_evidence,distance_only_event_inference_used,full_coordinate_post_evidence_available,ccd_graph_complete,feature_compatible,structural_processing_success,post_geometry_source_evidence_available,representation_gap,feature_incompatible,current_global_status,priority_review_in_scope,review_unit_id,current_review_status,human_review_completed,human_review_authority_source,chemistry_disposition,chemistry_authority_source,task_relevance_disposition,task_relevance_authority_source,training_use_disposition,human_training_excluded,reactive_pair_raw_structural_evidence,reactive_pair_sample_authoritative,reactive_pair_training_target_available,role_partition_sample_authoritative,role_profile,canonical_mask_structural_labels_available,structurally_applicable_task_ids_json,post_geometry_sample_authoritative,post_geometry_training_target_available,pre_geometry_authoritative,pre_geometry_training_target_available,training_use_include,future_training_admission_candidate,formal_split_authoritative,formal_split,formal_training_admitted,current_runtime_model_usable,training_materialization_allowed_current_source,positive_authority_source,feature_semantics_status
39,COVAPIE_CYS_SG_EVENT_V1:1F2C:A:CYS:25-:SG:B:VS4:C27,1F2C,VS4,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
40,COVAPIE_CYS_SG_EVENT_V1:1F42:A:CYS:177-:SG:C:MNB:S5,1F42,MNB,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
41,COVAPIE_CYS_SG_EVENT_V1:1F42:A:CYS:252-:SG:D:MNB:S5,1F42,MNB,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
42,COVAPIE_CYS_SG_EVENT_V1:1F4C:A:CYS:146-:SG:F:TP2:S1,1F4C,TP2,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
43,COVAPIE_CYS_SG_EVENT_V1:1F4C:B:CYS:146-:SG:I:TP2:S1,1F4C,TP2,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
44,COVAPIE_CYS_SG_EVENT_V1:1F4D:A:CYS:143-:SG:E:TP2:S1,1F4D,TP2,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
45,COVAPIE_CYS_SG_EVENT_V1:1F4D:B:CYS:143-:SG:I:TP2:S1,1F4D,TP2,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
46,COVAPIE_CYS_SG_EVENT_V1:1F8M:A:CYS:191-:SG:F:PYR:CB,1F8M,PYR,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
47,COVAPIE_CYS_SG_EVENT_V1:1F8M:B:CYS:191-:SG:H:PYR:CB,1F8M,PYR,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
48,COVAPIE_CYS_SG_EVENT_V1:1F8M:C:CYS:191-:SG:J:PYR:CB,1F8M,PYR,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
49,COVAPIE_CYS_SG_EVENT_V1:1F8M:D:CYS:191-:SG:L:PYR:CB,1F8M,PYR,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
50,COVAPIE_CYS_SG_EVENT_V1:1FH0:A:CYS:25-:SG:C:0IW:C21,1FH0,0IW,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
51,COVAPIE_CYS_SG_EVENT_V1:1FH0:B:CYS:2025-:SG:E:0IW:C21,1FH0,0IW,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
52,COVAPIE_CYS_SG_EVENT_V1:1FJ8:A:CYS:163-:SG:E:CER:C2,1FJ8,CER,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
53,COVAPIE_CYS_SG_EVENT_V1:1FJ8:B:CYS:163-:SG:F:CER:C2,1FJ8,CER,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
54,COVAPIE_CYS_SG_EVENT_V1:1FJ8:C:CYS:163-:SG:G:CER:C2,1FJ8,CER,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
55,COVAPIE_CYS_SG_EVENT_V1:1FJ8:D:CYS:163-:SG:H:CER:C2,1FJ8,CER,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
56,COVAPIE_CYS_SG_EVENT_V1:1FVG:A:CYS:218-:SG:B:DTT:S4,1FVG,DTT,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_NEGATIVE,false,COVAPIE_BULK_REVIEW_UNIT_2EBCD325E1CD2081,COMPLETED_HUMAN_NEGATIVE,true,data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
57,COVAPIE_CYS_SG_EVENT_V1:1FVG:A:CYS:72-:SG:B:DTT:S1,1FVG,DTT,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
58,COVAPIE_CYS_SG_EVENT_V1:1GFW:A:CYS:163-:SG:C:MSI:C3,1GFW,MSI,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
59,COVAPIE_CYS_SG_EVENT_V1:1GMY:A:CYS:29-:SG:D:AEM:C1,1GMY,AEM,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
60,COVAPIE_CYS_SG_EVENT_V1:1GMY:B:CYS:29-:SG:G:AEM:C1,1GMY,AEM,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
61,COVAPIE_CYS_SG_EVENT_V1:1GMY:C:CYS:29-:SG:J:AEM:C1,1GMY,AEM,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
62,COVAPIE_CYS_SG_EVENT_V1:1GRH:A:CYS:58-:SG:D:EOH:C2,1GRH,EOH,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
63,COVAPIE_CYS_SG_EVENT_V1:1GSN:A:CYS:58-:SG:D:GSH:SG2,1GSN,GSH,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_NEGATIVE,false,COVAPIE_BULK_REVIEW_UNIT_53F40FB515D7D1DF,COMPLETED_HUMAN_NEGATIVE,true,data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
64,COVAPIE_CYS_SG_EVENT_V1:1GXF:A:CYS:53-:SG:F:QUM:C26,1GXF,QUM,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
65,COVAPIE_CYS_SG_EVENT_V1:1GXF:B:CYS:53-:SG:I:QUM:C26,1GXF,QUM,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
66,COVAPIE_CYS_SG_EVENT_V1:1HVY:A:CYS:195-:SG:F:UMP:C6,1HVY,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
67,COVAPIE_CYS_SG_EVENT_V1:1HVY:B:CYS:195-:SG:I:UMP:C6,1HVY,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
68,COVAPIE_CYS_SG_EVENT_V1:1HVY:C:CYS:195-:SG:L:UMP:C6,1HVY,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
69,COVAPIE_CYS_SG_EVENT_V1:1HVY:D:CYS:195-:SG:O:UMP:C6,1HVY,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
70,COVAPIE_CYS_SG_EVENT_V1:1I5G:A:CYS:41-:SG:C:TS5:SG2,1I5G,TS5,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
71,COVAPIE_CYS_SG_EVENT_V1:1ITO:A:CYS:29-:SG:B:E6C:C2,1ITO,E6C,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
72,COVAPIE_CYS_SG_EVENT_V1:1JR1:A:CYS:331-:SG:D:IMP:C2,1JR1,IMP,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_AAFC22DB88292B60,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
73,COVAPIE_CYS_SG_EVENT_V1:1JTQ:A:CYS:146-:SG:C:UMP:C6,1JTQ,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
74,COVAPIE_CYS_SG_EVENT_V1:1JTQ:B:CYS:146-:SG:E:UMP:C6,1JTQ,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
75,COVAPIE_CYS_SG_EVENT_V1:1JTU:A:CYS:146-:SG:C:UMP:C6,1JTU,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
76,COVAPIE_CYS_SG_EVENT_V1:1JTU:B:CYS:146-:SG:E:UMP:C6,1JTU,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
77,COVAPIE_CYS_SG_EVENT_V1:1JU6:A:CYS:195-:SG:F:UMP:C6,1JU6,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
78,COVAPIE_CYS_SG_EVENT_V1:1JU6:B:CYS:195-:SG:H:UMP:C6,1JU6,UMP,true,true,true,false,true,true,true,true,true,false,false,PUBLISHED_EXACT_AUTO_NEGATIVE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,NOT_ESTABLISHED,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_RELEVANT,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_cumulative_1000_model_usable_census_v1.csv,NOT_APPLICABLE,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
