occurrence_order,semantic_subject,field_or_term_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,admit_013_relevance,occurrence_passed
66,rule_identity,ADMIT_013,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
67,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
68,rule_identity,ADMIT_013,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
69,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
70,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
71,rule_identity,ADMIT_013,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
72,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
73,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
74,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
75,rule_identity,ADMIT_013,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
76,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
77,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_field_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
78,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
79,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
80,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
81,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
82,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
83,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
84,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
85,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
86,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
87,rule_identity,ADMIT_013,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
88,rule_identity,download_failure_fail_closed,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
89,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
90,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
91,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
92,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_integration_gate_v1/covapie_admit_004_generic_atom_identity_evidence_context_reconciled_rule_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,post_download,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
