occurrence_order,field_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,occurrence_passed
371,observed_sha256,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
372,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
373,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
374,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
375,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
376,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_integration_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
377,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_integration_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
378,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_integration_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
379,download_result_status,src/covalent_ext/covapie_bulk_download_admission_candidate_record_id_semantics_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
380,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_candidate_record_id_semantics_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
381,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
382,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
383,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
384,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
385,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
386,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
387,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
388,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
389,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
390,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
391,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
392,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
393,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
394,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
395,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
396,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
397,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
398,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
399,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
400,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
401,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
402,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
403,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
404,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
405,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
406,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
407,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
408,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
409,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
410,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
411,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
412,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
413,observed_sha256,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
414,download_result_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
415,observed_http_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
416,observed_content_length_bytes,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
417,observed_sha256,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_design_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
418,download_result_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
419,observed_http_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
420,observed_content_length_bytes,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
421,observed_sha256,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
422,download_result_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
423,download_result_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
424,observed_http_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
425,observed_content_length_bytes,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
426,observed_sha256,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
427,download_result_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
428,observed_http_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
429,observed_content_length_bytes,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
430,observed_sha256,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
431,download_result_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
432,observed_http_status,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
433,observed_content_length_bytes,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
434,observed_sha256,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
435,observed_sha256,src/covalent_ext/covapie_final_dataset_qa_gate_v1.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
436,observed_sha256,src/covalent_ext/covapie_final_dataset_qa_gate_v1.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
437,observed_sha256,src/covalent_ext/covapie_independent_group_expansion_struct_conn_crosscheck_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
438,observed_sha256,src/covalent_ext/covapie_independent_group_expansion_struct_conn_crosscheck_smoke.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
439,observed_sha256,src/covalent_ext/real_covalent_pilot_download_integrity_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
440,observed_sha256,src/covalent_ext/real_covalent_pilot_download_integrity_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
441,observed_sha256,src/covalent_ext/real_covalent_pilot_download_integrity_gate.py,production_source,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
442,observed_sha256,tests/test_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
443,observed_sha256,tests/test_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
444,observed_sha256,tests/test_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_integration_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
445,observed_sha256,tests/test_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_integration_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
446,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
447,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
448,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
449,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
450,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
451,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
452,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
453,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
454,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
455,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
456,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
457,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
458,observed_sha256,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
459,download_result_status,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
460,observed_http_status,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
461,observed_content_length_bytes,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
462,observed_sha256,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
463,download_result_status,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
464,observed_http_status,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
465,observed_content_length_bytes,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
466,observed_sha256,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
467,download_result_status,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
468,observed_http_status,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
469,observed_content_length_bytes,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
470,observed_sha256,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
471,download_result_status,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
472,observed_http_status,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
473,observed_content_length_bytes,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
474,observed_sha256,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
475,observed_sha256,tests/test_real_covalent_pilot_download_integrity_gate_v0.py,tests,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
