occurrence_order,term,source_relative_path,source_sha256,source_kind,row_key_function_location,occurrence_role,semantic_classification,current_authoritative_status,usable_by_future_evaluator,audit_result
357,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1253,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
358,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1259,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
359,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1316,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
360,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1377,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
361,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1383,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
362,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1659,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
363,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1661,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
364,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1676,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
365,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1689,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
366,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1723,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
367,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1807,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
368,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1890,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
369,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1891,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
370,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1902,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
371,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1904,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
372,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1905,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
373,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1905,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
374,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1907,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
375,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1910,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
376,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1911,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
377,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1926,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
378,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1927,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
379,member_count,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1927,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
380,member_sample_index_row_ids,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1927,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
381,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1943,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
382,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:1957,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
383,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2054,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
384,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2065,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
385,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2065,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
386,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2075,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
387,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2078,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
388,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2081,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
389,member_sample_index_row_ids,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2084,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
390,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2085,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
391,member_count,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2086,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
392,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2089,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
393,final_leakage_group_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2090,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
394,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2139,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
395,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2142,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
396,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2228,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
397,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2379,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
398,sample_index_row_id,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,production_source,line:2388,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
399,final_leakage_group_id,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,committed_derived_csv,header:final_leakage_group_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
400,sample_index_row_id,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,committed_derived_csv,header:sample_index_row_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
401,sample_index_row_id,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/final_dataset_index.csv,c4c31888cb0f7c148b00656ccf22ab68fab842fcdafdee049b2f420eddc1302d,committed_derived_csv,header:sample_index_row_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
