scaleup_rank,canonical_event_id,pdb_id,ligand_component_id,ligand_reactive_atom,execution_lane,candidate_lane,raw_terminal_outcome,raw_terminal_reasons_json,feature_compatibility_stage_status,post_only_candidate_eligibility,post_only_partition,eligibility_reason,routing_review_unit_id,workload_review_unit_id,ts_dump_rule_id,ts_dump_rule_status,ts_dump_rule_reason,dtt_rule_id,dtt_rule_status,dtt_rule_reason,selected_effective_rule_id,effective_route,effective_route_reason,human_authority_lane,human_decision_propagated_to_new_event
120,COVAPIE_CYS_SG_EVENT_V1:1NMS:A:CYS:163-:SG:C:161:C1,1NMS,161,C1,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
121,COVAPIE_CYS_SG_EVENT_V1:1NMS:B:CYS:163-:SG:D:161:C1,1NMS,161,C1,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
122,COVAPIE_CYS_SG_EVENT_V1:1NPZ:A:CYS:25-:SG:C:C1P:C18,1NPZ,C1P,C18,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
123,COVAPIE_CYS_SG_EVENT_V1:1NPZ:B:CYS:275-:SG:D:C1P:C18,1NPZ,C1P,C18,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
124,COVAPIE_CYS_SG_EVENT_V1:1NQC:A:CYS:25-:SG:B:C4P:C56,1NQC,C4P,C56,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
125,COVAPIE_CYS_SG_EVENT_V1:1NWE:A:CYS:47-:SG:B:FG1:C2,1NWE,FG1,C2,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
126,COVAPIE_CYS_SG_EVENT_V1:1O41:A:CYS:44-:SG:B:300:C10,1O41,300,C10,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
127,COVAPIE_CYS_SG_EVENT_V1:1O43:A:CYS:44-:SG:B:821:C71,1O43,821,C71,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
128,COVAPIE_CYS_SG_EVENT_V1:1O45:A:CYS:44-:SG:B:687:C75,1O45,687,C75,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
129,COVAPIE_CYS_SG_EVENT_V1:1O4A:A:CYS:44-:SG:B:197:C71,1O4A,197,C71,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
130,COVAPIE_CYS_SG_EVENT_V1:1O4D:A:CYS:44-:SG:B:262:C7,1O4D,262,C7,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
131,COVAPIE_CYS_SG_EVENT_V1:1O4E:A:CYS:44-:SG:B:299:C11,1O4E,299,C11,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
132,COVAPIE_CYS_SG_EVENT_V1:1O4I:A:CYS:44-:SG:B:219:C7,1O4I,219,C7,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
133,COVAPIE_CYS_SG_EVENT_V1:1O4K:A:CYS:44-:SG:B:PSN:C7,1O4K,PSN,C7,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
134,COVAPIE_CYS_SG_EVENT_V1:1OFE:A:CYS:1-:SG:F:ONL:CE,1OFE,ONL,CE,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NONE,false
135,COVAPIE_CYS_SG_EVENT_V1:1PE6:A:CYS:25-:SG:B:E6C:C2,1PE6,E6C,C2,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
136,COVAPIE_CYS_SG_EVENT_V1:1PPP:A:CYS:25-:SG:B:E6C:C2,1PPP,E6C,C2,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
137,COVAPIE_CYS_SG_EVENT_V1:1PPV:B:CYS:67-:SG:H:BHI:C10,1PPV,BHI,C10,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,QUARANTINE_REPRESENTATION_GAP,"[""PRE_ONLY_ATOMS_CANNOT_BE_DROPPED_OR_GIVEN_COORDINATES""]",PASSED,false,BLOCKED_REPRESENTATION_GAP,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=QUARANTINE_REPRESENTATION_GAP,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,QUARANTINE_REPRESENTATION_GAP,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
138,COVAPIE_CYS_SG_EVENT_V1:1PY0:A:CYS:51-:SG:E:YMA:S1,1PY0,YMA,S1,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_5FFACB7F4984AD92,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_NOT_RELEVANT_FINAL,CURRENT_HUMAN_NOT_RELEVANT_DECISION_HAS_SECOND_PRECEDENCE,PUBLISHED_HISTORICAL_EXACT_EVENT_SCOPE,false
139,COVAPIE_CYS_SG_EVENT_V1:1PY0:A:CYS:54-:SG:E:YMA:S2,1PY0,YMA,S2,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_FDB85D5F243B76AA,COVAPIE_BULK_REVIEW_UNIT_FDB85D5F243B76AA,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NONE,false
140,COVAPIE_CYS_SG_EVENT_V1:1Q6K:A:CYS:25-:SG:C:TCO:C,1Q6K,TCO,C,FROZEN_HISTORICAL_PREDECESSOR,HISTORICAL_PREDECESSOR_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
