case_order,case_id,case_group,entrypoint,rule_id_representation,candidate_record_representation,batch_context_representation,evaluation_context_representation,download_result_context_representation,stage_authorization_context_representation,lookup_order,evaluation_lookup_count,download_lookup_count,candidate_key_access_count,formal_call_count,oracle_call_count,expected_result_or_error,observed_result_or_error,old_handler_identity_preserved,case_passed
26,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_PRED_BEHAVIOR_P4_A003_PASS,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_003',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_id\"":\""covapie_admit_003_unified_adapter_v1\"",\""admission_rule_id\"":\""ADMIT_003\"",\""admission_rule_name\"":\""ligand_or_het_identity_present\"",\""blocks_candidate\"":true,\""consumed_candidate_fields\"":[\""ligand_comp_id\""],\""consumed_context_items\"":[],\""evaluator_io_used\"":false,\""normalized_values\"":[],\""outcome\"":\""invalid\"",\""passed\"":false,\""reason\"":\""ADMIT_003_CANDIDATE_FIELD_MISSING:ligand_comp_id\"",\""schema_version\"":\""covapie_unified_admission_rule_evaluation_v1\"",\""validated_candidate_fields\"":[]}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_id\"":\""covapie_admit_003_unified_adapter_v1\"",\""admission_rule_id\"":\""ADMIT_003\"",\""admission_rule_name\"":\""ligand_or_het_identity_present\"",\""blocks_candidate\"":true,\""consumed_candidate_fields\"":[\""ligand_comp_id\""],\""consumed_context_items\"":[],\""evaluator_io_used\"":false,\""normalized_values\"":[],\""outcome\"":\""invalid\"",\""passed\"":false,\""reason\"":\""ADMIT_003_CANDIDATE_FIELD_MISSING:ligand_comp_id\"",\""schema_version\"":\""covapie_unified_admission_rule_evaluation_v1\"",\""validated_candidate_fields\"":[]}"",""source_case_passed"":true}",true,true
27,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_PRED_BEHAVIOR_P4_A004_PASS,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_004',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_004\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_004_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_004\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_004_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
28,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_PRED_BEHAVIOR_P5_A005_PASS,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_005',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_id\"":\""covapie_admit_005_unified_adapter_v1\"",\""admission_rule_id\"":\""ADMIT_005\"",\""admission_rule_name\"":\""cys_sg_scope_only_v1\"",\""blocks_candidate\"":true,\""consumed_candidate_fields\"":[\""covalent_residue_name\"",\""covalent_residue_atom_name\""],\""consumed_context_items\"":[],\""evaluator_io_used\"":false,\""normalized_values\"":[],\""outcome\"":\""invalid\"",\""passed\"":false,\""reason\"":\""ADMIT_005_CANDIDATE_FIELD_MISSING:covalent_residue_name\"",\""schema_version\"":\""covapie_unified_admission_rule_evaluation_v1\"",\""validated_candidate_fields\"":[]}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_id\"":\""covapie_admit_005_unified_adapter_v1\"",\""admission_rule_id\"":\""ADMIT_005\"",\""admission_rule_name\"":\""cys_sg_scope_only_v1\"",\""blocks_candidate\"":true,\""consumed_candidate_fields\"":[\""covalent_residue_name\"",\""covalent_residue_atom_name\""],\""consumed_context_items\"":[],\""evaluator_io_used\"":false,\""normalized_values\"":[],\""outcome\"":\""invalid\"",\""passed\"":false,\""reason\"":\""ADMIT_005_CANDIDATE_FIELD_MISSING:covalent_residue_name\"",\""schema_version\"":\""covapie_unified_admission_rule_evaluation_v1\"",\""validated_candidate_fields\"":[]}"",""source_case_passed"":true}",true,true
29,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_PRED_BEHAVIOR_P5_A005_REJECT,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_005',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_id\"":\""covapie_admit_005_unified_adapter_v1\"",\""admission_rule_id\"":\""ADMIT_005\"",\""admission_rule_name\"":\""cys_sg_scope_only_v1\"",\""blocks_candidate\"":true,\""consumed_candidate_fields\"":[\""covalent_residue_name\"",\""covalent_residue_atom_name\""],\""consumed_context_items\"":[],\""evaluator_io_used\"":false,\""normalized_values\"":[],\""outcome\"":\""invalid\"",\""passed\"":false,\""reason\"":\""ADMIT_005_CANDIDATE_FIELD_MISSING:covalent_residue_name\"",\""schema_version\"":\""covapie_unified_admission_rule_evaluation_v1\"",\""validated_candidate_fields\"":[]}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_id\"":\""covapie_admit_005_unified_adapter_v1\"",\""admission_rule_id\"":\""ADMIT_005\"",\""admission_rule_name\"":\""cys_sg_scope_only_v1\"",\""blocks_candidate\"":true,\""consumed_candidate_fields\"":[\""covalent_residue_name\"",\""covalent_residue_atom_name\""],\""consumed_context_items\"":[],\""evaluator_io_used\"":false,\""normalized_values\"":[],\""outcome\"":\""invalid\"",\""passed\"":false,\""reason\"":\""ADMIT_005_CANDIDATE_FIELD_MISSING:covalent_residue_name\"",\""schema_version\"":\""covapie_unified_admission_rule_evaluation_v1\"",\""validated_candidate_fields\"":[]}"",""source_case_passed"":true}",true,true
30,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_PRED_BEHAVIOR_P6_A006_EXPLICIT_PASS,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_006',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_006\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_006_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_006\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_006_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
31,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_PRED_BEHAVIOR_P6_A006_DISTANCE_BLOCKED,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_006',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_006\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_006_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_006\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_006_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
32,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CONTEXT_BATCH,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
33,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CONTEXT_EVALUATION,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
34,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CONTEXT_KEY,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
35,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CONTEXT_DOWNLOAD,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
36,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CONTEXT_STAGE,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
37,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CONTEXT_MULTI_PRECEDENCE,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
38,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CONTEXT_CANDIDATE_BOMB,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
39,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_NON_MAPPING,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
40,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_KEY_MISSING,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
41,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_NONE,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
42,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_EMPTY,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
43,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_EMPTY_SUBCLASS,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
44,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_WHITESPACE,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
45,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_MALFORMED,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
46,EXACT11_EXACT10_EXACT9_EXACT8_PRED_EXACT7_A007_CANDIDATE_DISTANCE,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_007',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_007\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
