case_order,case_id,case_group,scope_id_representation,vector_type,input_rule_ids,input_outcomes,expected_outcome,observed_outcome,expected_reason,observed_reason,required_rule_ids,evaluated_rule_ids,invalid_rule_ids,blocked_rule_ids,failing_rule_ids,rule_evaluations_retained,input_tuple_identity_retained,aggregation_io_used,dispatcher_calls,handler_calls,current_permission,authorized_execution_count,case_passed
110,pre_final_split_acceptance_permission__multi_invalid,multi_invalid_full_collection,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_014,,ADMIT_001|ADMIT_014,true,true,false,0,0,false,0,true
111,pre_final_split_acceptance_permission__invalid_and_blocked,invalid_blocked_full_collection,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,blocked|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_002,ADMIT_001,ADMIT_001|ADMIT_002,true,true,false,0,0,false,0,true
112,pre_final_split_acceptance_permission__all_blocked,all_blocked_full_collection,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,blocked|blocked|blocked|blocked|blocked|blocked|blocked|blocked|blocked|blocked|blocked|blocked|blocked|blocked,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,true,true,false,0,0,false,0,true
113,pre_final_split_acceptance_permission__all_invalid,all_invalid_full_collection,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,invalid|invalid|invalid|invalid|invalid|invalid|invalid|invalid|invalid|invalid|invalid|invalid|invalid|invalid,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,true,true,false,0,0,false,0,true
114,pre_final_split_acceptance_permission__extra,extra_rule,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,,,false,false,false,0,0,false,0,true
115,pre_final_split_acceptance_permission__duplicate,duplicate_rule,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_001,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_001,,,,false,false,false,0,0,false,0,true
116,pre_final_split_acceptance_permission__reorder,reordered_rule,pre_final_split_acceptance_permission,tuple,ADMIT_002|ADMIT_001|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_002|ADMIT_001|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,,,false,false,false,0,0,false,0,true
117,pre_final_split_acceptance_permission__unknown,unknown_rule,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_999,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_999,,,,false,false,false,0,0,false,0,true
118,pre_final_split_acceptance_permission__scope_external_substitution,scope_external_substitution,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_015,,,,false,false,false,0,0,false,0,true
119,training_execution_admission_permission__all_pass,canonical_all_pass,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,passed,passed,,,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,,,true,true,false,0,0,false,0,true
120,training_execution_admission_permission__ADMIT_001__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,ADMIT_001,ADMIT_001,true,true,false,0,0,false,0,true
121,training_execution_admission_permission__ADMIT_001__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001,,ADMIT_001,true,true,false,0,0,false,0,true
122,training_execution_admission_permission__ADMIT_002__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,ADMIT_002,ADMIT_002,true,true,false,0,0,false,0,true
123,training_execution_admission_permission__ADMIT_002__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_002,,ADMIT_002,true,true,false,0,0,false,0,true
124,training_execution_admission_permission__ADMIT_003__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,ADMIT_003,ADMIT_003,true,true,false,0,0,false,0,true
125,training_execution_admission_permission__ADMIT_003__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_003,,ADMIT_003,true,true,false,0,0,false,0,true
126,training_execution_admission_permission__ADMIT_004__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,ADMIT_004,ADMIT_004,true,true,false,0,0,false,0,true
127,training_execution_admission_permission__ADMIT_004__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_004,,ADMIT_004,true,true,false,0,0,false,0,true
128,training_execution_admission_permission__ADMIT_005__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,ADMIT_005,ADMIT_005,true,true,false,0,0,false,0,true
129,training_execution_admission_permission__ADMIT_005__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_005,,ADMIT_005,true,true,false,0,0,false,0,true
130,training_execution_admission_permission__ADMIT_006__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,ADMIT_006,ADMIT_006,true,true,false,0,0,false,0,true
131,training_execution_admission_permission__ADMIT_006__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_006,,ADMIT_006,true,true,false,0,0,false,0,true
132,training_execution_admission_permission__ADMIT_007__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,ADMIT_007,ADMIT_007,true,true,false,0,0,false,0,true
133,training_execution_admission_permission__ADMIT_007__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_007,,ADMIT_007,true,true,false,0,0,false,0,true
